nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Yacine Adli,2020,11,1,1,4,2,1,0,M S,Bordeaux,522,1
Laurent Koscielny,2020,10,0,0,1,1,0,0,D,Bordeaux,900,0
Rubén Pardo,2020,2,0,0,0,0,0,0,S,Bordeaux,17,0
Benoit Costil,2020,13,0,0,0,0,0,0,GK,Bordeaux,1170,0
Nicolas de Preville,2020,12,0,0,11,1,1,0,F M S,Bordeaux,705,1
Pablo,2020,8,0,0,5,0,3,0,D S,Bordeaux,657,3
Paul Baysse,2020,10,0,0,4,0,0,1,D S,Bordeaux,785,1
Youssouf Sabaly,2020,12,0,0,1,0,2,0,D,Bordeaux,1045,2
Maxime Poundje,2020,5,0,0,0,0,0,0,D S,Bordeaux,103,0
Enock Kwateng,2020,6,0,0,2,0,2,0,D S,Bordeaux,275,2
Otávio,2020,12,0,0,4,0,5,0,M,Bordeaux,1030,5
Loris Benito,2020,11,0,0,4,0,2,0,D S,Bordeaux,920,2
Hwang Ui-Jo,2020,11,0,0,18,1,0,0,F M S,Bordeaux,622,0
Mehdi Zerkane,2020,9,0,0,6,0,0,1,M S,Bordeaux,365,1
Dilane Bakwa,2020,2,0,0,3,0,0,0,S,Bordeaux,17,0
Amadou Traoré,2020,2,0,0,0,0,0,0,S,Bordeaux,33,0
Boulaye Dia,2020,11,8,5,26,0,1,0,F S,Reims,840,1
Mathieu Cafaro,2020,12,1,1,24,1,1,0,M S,Reims,792,1
Yunis Abdelhamid,2020,12,1,1,4,0,1,0,D,Reims,1080,1
Moreto Cassamã,2020,8,1,1,2,0,2,2,M S,Reims,406,4
Nathanael Mbuku,2020,9,1,1,9,0,0,0,F M S,Reims,533,0
El Bilal Touré,2020,11,1,1,7,1,2,0,F M S,Reims,563,2
Wout Faes,2020,10,1,1,5,0,5,1,D,Reims,851,6
Moussa Doumbia,2020,7,0,0,5,0,0,0,M S,Reims,249,0
Anastasios Donis,2020,3,0,0,1,0,0,1,M S,Reims,94,1
Tristan Dingome,2020,1,0,0,0,0,0,0,S,Reims,11,0
Yehvann Diouf,2020,2,0,0,0,0,0,0,GK S,Reims,134,0
Ghislain Konan,2020,9,0,0,2,0,1,0,D S,Reims,743,1
Xavier Chavalerin,2020,7,0,0,3,0,3,0,M,Reims,577,3
Thomas Foket,2020,12,0,0,1,0,2,0,D,Reims,1080,2
Valon Berisha,2020,11,0,0,12,2,1,0,M S,Reims,761,1
Arbër Zeneli,2020,9,0,0,8,1,0,0,M S,Reims,374,0
Predrag Rajkovic,2020,12,0,0,0,0,1,0,GK,Reims,1036,1
Marshall Munetsi,2020,11,0,0,4,0,3,1,D M S,Reims,836,4
Dario Maresic,2020,6,0,0,0,0,0,0,D S,Reims,403,0
Dereck Kutesa,2020,10,0,0,3,2,1,0,M S,Reims,305,1
Moise Sakava,2020,1,0,0,1,0,0,0,S,Reims,5,0
Kaj Sierhuis,2020,11,0,0,9,1,1,0,F S,Reims,433,1
Thibault De Smet,2020,3,0,0,0,0,0,0,D,Reims,237,0
Fraser Hornby,2020,3,0,0,2,0,1,0,S,Reims,27,1
Fodé Doucouré,2020,3,0,0,2,0,0,0,D S,Reims,190,0
Hugo Ekitike,2020,2,0,0,3,0,1,0,S,Reims,85,1
Mouhamadou Drammeh,2020,3,0,0,0,0,1,0,S,Reims,60,1
Karl Toko Ekambi,2020,11,7,7,32,3,3,0,F M S,Lyon,882,3
Memphis Depay,2020,13,6,3,34,4,1,0,F M S,Lyon,915,1
Tinotenda Kadewere,2020,12,4,4,21,1,2,0,F M S,Lyon,655,2
Houssem Aouar,2020,9,2,0,24,2,0,1,F M S,Lyon,562,1
Léo Dubois,2020,13,1,1,5,1,1,0,D M S,Lyon,1025,1
Moussa Dembele,2020,13,1,1,24,0,3,0,F M S,Lyon,553,3
Bruno Guimarães,2020,12,1,1,11,1,3,0,M S,Lyon,679,3
Marcelo,2020,12,0,0,10,0,2,1,D,Lyon,1027,3
Jason Denayer,2020,11,0,0,2,0,0,0,D,Lyon,971,0
Jeff Reine-Adelaide,2020,1,0,0,1,0,0,0,S,Lyon,22,0
Mattia De Sciglio,2020,5,0,0,0,0,1,0,D S,Lyon,131,1
Anthony Lopes,2020,13,0,0,0,0,0,0,GK,Lyon,1170,0
Maxwel Cornet,2020,12,0,0,7,2,4,0,D M,Lyon,962,4
Fernando Marçal,2020,1,0,0,0,0,0,0,D,Lyon,80,0
Kenny Tete,2020,1,0,0,0,0,0,0,S,Lyon,18,0
Thiago Mendes,2020,9,0,0,9,0,3,0,M S,Lyon,614,3
Joachim Andersen,2020,3,0,0,5,0,1,0,D S,Lyon,190,1
Maxence Caqueret,2020,10,0,0,3,0,1,0,M S,Lyon,649,1
Lucas Paquetá,2020,7,0,0,9,0,1,0,M S,Lyon,516,1
Jean Lucas,2020,6,0,0,5,0,1,0,M S,Lyon,155,1
Mathis Cherki,2020,9,0,0,8,0,1,1,F M S,Lyon,299,2
Melvin Bard,2020,8,0,0,2,0,0,1,D S,Lyon,293,1
Sinaly Diomande,2020,10,0,0,5,0,1,0,D M S,Lyon,386,1
Djamel Benlamri,2020,1,0,0,0,0,0,0,S,Lyon,35,0
Yoane Wissa,2020,13,4,2,24,1,2,0,F M,Lorient,1121,2
Pierre-Yves Hamel,2020,11,3,3,16,2,3,0,F S,Lorient,638,3
Adrian Grbic,2020,13,2,1,15,0,0,0,F S,Lorient,550,0
Thomas Monconduit,2020,7,1,1,5,0,0,0,M S,Lorient,244,0
Terem Igobor Moffi,2020,7,1,1,7,0,0,0,F S,Lorient,341,0
Sylvain Marveaux,2020,6,0,0,5,0,0,0,M S,Lorient,169,0
Jérémy Morel,2020,11,0,0,4,0,1,0,D,Lorient,990,1
Paul Nardi,2020,13,0,0,0,0,1,0,GK,Lorient,1170,1
Vincent Le Goff,2020,8,0,0,3,0,0,0,D,Lorient,720,0
Fabien Lemoine,2020,11,0,0,3,0,2,0,M S,Lorient,587,2
Jonathan Delaplace,2020,6,0,0,2,0,0,0,D S,Lorient,294,0
Laurent Abergel,2020,13,0,0,10,0,2,0,M S,Lorient,1088,2
Andrew Gravillon,2020,7,0,0,4,0,1,0,D,Lorient,630,1
Quentin Boisgard,2020,9,0,0,9,1,3,0,F M S,Lorient,590,3
Trevoh Chalobah,2020,7,0,0,1,0,0,0,M S,Lorient,501,0
Armand Lauriente,2020,7,0,0,6,1,1,0,F M S,Lorient,342,1
Umut Bozok,2020,4,0,0,0,0,0,0,S,Lorient,51,0
Thomas Fontaine,2020,3,0,0,1,0,0,0,D,Lorient,250,0
Houboulang Mendes,2020,9,0,0,1,0,2,0,D,Lorient,793,2
Julien Laporte,2020,12,0,0,3,0,3,0,D,Lorient,1080,3
Enzo Le Fée,2020,11,0,0,3,0,3,0,M S,Lorient,447,3
Stéphane Diarra,2020,9,0,0,2,0,1,0,F M S,Lorient,158,1
Franklin Wadja,2020,3,0,0,1,0,1,0,S,Lorient,24,1
Jerome Hergault,2020,2,0,0,0,0,0,0,D S,Lorient,94,0
Ibrahima Niane,2020,6,6,5,21,0,0,0,F,Metz,479,0
Farid Boulaya,2020,11,2,2,32,1,1,0,F M,Metz,966,1
Opa Nguette,2020,13,1,1,15,1,0,0,F M S,Metz,942,0
Aaron Leya Iseka,2020,5,1,0,4,0,0,0,F S,Metz,140,0
Papa Ndiaga Yade,2020,9,1,1,4,1,0,0,M S,Metz,184,0
Lamine Gueye,2020,7,1,1,11,2,1,0,F M S,Metz,452,1
Vincent Pajot,2020,8,0,0,4,0,3,0,M,Metz,642,3
Thierry Ambrose,2020,7,0,0,5,0,0,0,F M S,Metz,209,0
Marc-Aurele Caillard,2020,1,0,0,0,0,0,0,S,Metz,1,0
Victorien Angban,2020,12,0,0,3,1,3,0,M S,Metz,852,3
Digbo Maiga,2020,11,0,0,7,2,4,0,D M,Metz,925,4
Matthieu Udol,2020,9,0,0,3,1,1,1,D,Metz,763,2
Youssef Maziz,2020,4,0,0,2,0,0,0,S,Metz,42,0
Habib Diallo,2020,4,0,0,2,0,0,0,F S,Metz,139,0
Alexandre Oukidja,2020,13,0,0,0,0,2,0,GK,Metz,1170,2
Vágner,2020,5,0,0,3,0,1,0,M S,Metz,143,1
Fabien Centonze,2020,12,0,0,6,0,4,0,D M,Metz,1080,4
Mamadou Fofana,2020,8,0,0,2,0,1,0,D M S,Metz,523,1
Thomas Delaine,2020,6,0,0,2,0,1,0,D M S,Metz,467,1
John Boye,2020,12,0,0,5,0,1,1,D,Metz,1071,2
Dylan Bronn,2020,13,0,0,6,0,1,0,D,Metz,1170,1
Cheick Tidiane Sabaly,2020,1,0,0,1,0,0,0,S,Metz,9,0
Kiki Kouyate,2020,4,0,0,1,0,0,0,D S,Metz,124,0
Warren Tchimbembé,2020,9,0,0,3,0,0,0,M S,Metz,256,0
Pape Sarr,2020,2,0,0,0,0,1,0,M S,Metz,80,1
Mama Baldé,2020,9,4,4,30,0,0,0,F M,Dijon,747,0
Bruno Ecuele Manga,2020,13,1,1,12,0,0,0,D,Dijon,1170,0
Eric Junior Dina Ebimbe,2020,11,1,1,20,0,2,0,F M,Dijon,929,2
Ngonda Muzinga,2020,9,1,1,2,0,1,0,D S,Dijon,518,1
Aurelien Scheidler,2020,8,1,1,8,0,0,0,F S,Dijon,333,0
Bersant Celina,2020,9,0,0,4,2,1,0,F M S,Dijon,599,1
Alfred Gomis,2020,5,0,0,0,0,0,0,GK,Dijon,450,0
Didier Ndong,2020,12,0,0,2,0,2,0,M,Dijon,1080,2
Pape Cheikh,2020,10,0,0,4,0,3,0,M S,Dijon,565,3
Wesley Lautoa,2020,11,0,0,4,0,0,0,D M S,Dijon,570,0
Moussa Konate,2020,6,0,0,5,0,2,0,F S,Dijon,262,2
Romain Amalfitano,2020,2,0,0,2,0,0,0,M S,Dijon,117,0
Frederic Sammaritano,2020,9,0,0,1,0,2,0,M S,Dijon,267,2
Fouad Chafik,2020,10,0,0,2,0,3,0,D S,Dijon,772,3
Jordan Marié,2020,9,0,0,3,0,1,0,M S,Dijon,462,1
Anthony Racioppi,2020,4,0,0,0,0,0,0,GK,Dijon,360,0
Senou Coulibaly,2020,2,0,0,0,0,0,0,D,Dijon,180,0
Jonathan Panzo,2020,10,0,0,3,0,3,0,D S,Dijon,837,3
Sacha Boey,2020,6,0,0,3,0,1,0,D S,Dijon,446,1
Rayan Philippe,2020,4,0,0,2,0,0,0,F S,Dijon,89,0
Mounir Chouiar,2020,11,0,0,17,2,2,0,F M S,Dijon,719,2
Ahmad Toure Ngouyamsa Nounchili,2020,2,0,0,0,0,1,0,D,Dijon,146,1
Mihai-Alexandru Dobre,2020,5,0,0,0,0,0,0,F S,Dijon,87,0
Roger Assalé,2020,7,0,0,2,0,0,1,F M S,Dijon,367,1
Aníbal Chalá,2020,6,0,0,0,0,0,0,D S,Dijon,396,0
Wilitty Younoussa,2020,2,0,0,0,0,0,0,S,Dijon,12,0
Saturnin Allagbe,2020,4,0,0,0,0,2,0,GK,Dijon,360,2
Gaël Kakuta,2020,12,5,1,18,3,2,0,F M S,Lens,856,2
Ignatius Ganago,2020,10,5,5,16,0,0,0,F S,Lens,448,0
Florian Sotoca,2020,12,3,3,25,2,2,0,F S,Lens,884,2
Arnaud Kalimuendo Muinga,2020,6,3,3,8,0,0,0,F S,Lens,265,0
Facundo Medina,2020,10,1,1,4,0,5,0,D S,Lens,779,5
Simon Banza,2020,10,1,1,12,1,0,0,F S,Lens,407,0
Massadio Haidara,2020,5,0,0,1,0,0,0,D M,Lens,418,0
Seko Fofana,2020,6,0,0,2,1,0,0,M S,Lens,295,0
Jean-Louis Leca,2020,12,0,0,0,0,0,0,GK,Lens,1080,0
Yannick Cahuzac,2020,10,0,0,2,0,4,0,M S,Lens,778,4
Issiaga Sylla,2020,10,0,0,4,0,0,0,D M S,Lens,600,0
Corentin Jean,2020,10,0,0,10,1,1,0,F S,Lens,285,1
Clement Michelin,2020,7,0,0,1,0,0,1,M S,Lens,316,1
Steven Fortes,2020,3,0,0,2,0,1,0,D S,Lens,205,1
Jonathan Gradit,2020,11,0,0,0,0,4,1,D,Lens,917,5
Loic Bade,2020,11,0,0,3,0,3,1,D,Lens,990,4
Cheick Oumar Doucoure,2020,11,0,0,9,0,3,0,M S,Lens,881,3
Ismael Boura,2020,7,0,0,1,0,1,0,M S,Lens,267,1
Tony Mauricio,2020,10,0,0,9,2,1,0,M S,Lens,207,1
Manuel Perez,2020,4,0,0,1,0,1,0,M S,Lens,116,1
Jonathan Clauss,2020,9,0,0,10,1,0,0,D M,Lens,733,0
David Pereira Da Costa,2020,2,0,0,0,0,0,0,S,Lens,20,0
Aleksandar Radovanovic,2020,1,0,0,0,0,0,0,D,Lens,90,0
Ludovic Ajorque,2020,12,5,2,18,3,3,0,F,Strasbourg,1052,3
Habib Diallo,2020,7,4,3,16,1,1,0,F M S,Strasbourg,589,1
Kenny Lala,2020,13,2,0,7,1,1,0,D M,Strasbourg,1131,1
Mehdi Chahiri,2020,10,2,2,11,0,0,0,M S,Strasbourg,401,0
Adrien Thomasson,2020,13,1,1,16,0,1,0,M S,Strasbourg,710,1
Stefan Mitrovic,2020,11,1,1,5,0,1,1,D,Strasbourg,939,2
Jean Eudes Aholou,2020,5,1,1,4,0,3,0,M,Strasbourg,422,3
Dmitri Lienard,2020,10,1,0,9,1,1,0,M S,Strasbourg,468,1
Kévin Zohi,2020,10,1,1,7,0,0,0,M S,Strasbourg,161,0
Lamine Koné,2020,6,0,0,2,0,1,0,D S,Strasbourg,414,1
Sanjin Prcic,2020,6,0,0,3,0,1,0,M S,Strasbourg,190,1
Alexander Djiku,2020,9,0,0,6,0,3,0,D M S,Strasbourg,680,3
Majeed Waris,2020,8,0,0,4,0,0,0,F M S,Strasbourg,289,0
Eiji Kawashima,2020,5,0,0,1,0,0,0,GK,Strasbourg,450,0
Bingourou Kamara,2020,8,0,0,0,0,0,0,GK,Strasbourg,720,0
Idriss Saadi,2020,6,0,0,7,0,0,0,S,Strasbourg,100,0
Ismail Aaneb,2020,2,0,0,0,0,0,0,S,Strasbourg,6,0
Lionel Carole,2020,10,0,0,0,0,1,0,D S,Strasbourg,405,1
Anthony Caci,2020,10,0,0,1,1,0,0,D S,Strasbourg,777,0
Ibrahima Sissoko,2020,13,0,0,3,0,1,0,M S,Strasbourg,892,1
Mohamed Simakan,2020,13,0,0,10,1,1,0,D M,Strasbourg,1170,1
Jean-Ricner Bellegarde,2020,12,0,0,11,0,1,0,M S,Strasbourg,856,1
Mahamé Siby,2020,1,0,0,0,0,0,0,S,Strasbourg,1,0
Zinedine Ferhat,2020,10,3,3,17,3,0,0,F M,Nimes,900,0
Renaud Ripart,2020,13,2,1,21,0,2,0,D F M S,Nimes,1100,2
Moussa Koné,2020,9,2,2,3,0,0,0,F S,Nimes,285,0
Romain Philippoteaux,2020,3,1,1,2,1,0,0,M,Nimes,219,0
Adrián Cubas,2020,11,1,1,6,0,1,1,M,Nimes,918,2
Kévin Denkey,2020,10,1,1,18,1,3,0,F S,Nimes,526,3
Birger Meling,2020,6,1,1,4,2,0,0,D,Nimes,532,0
Pablo Martinez,2020,7,0,0,0,1,1,0,D S,Nimes,545,1
Nolan Roux,2020,7,0,0,6,0,1,0,F S,Nimes,286,1
Lucas Deaux,2020,9,0,0,6,0,3,1,M,Nimes,754,4
Loïck Landre,2020,11,0,0,5,0,2,1,D,Nimes,911,3
Baptiste Reynet,2020,13,0,0,1,0,1,0,GK,Nimes,1170,1
Patrick Burner,2020,9,0,0,4,0,0,0,D S,Nimes,740,0
Matteo Ahlinvi,2020,5,0,0,3,0,0,0,M S,Nimes,252,0
Sofiane Alakouch,2020,3,0,0,0,0,0,0,D S,Nimes,125,0
Anthony Briancon,2020,7,0,0,3,0,2,0,D S,Nimes,547,2
Florian Miguel,2020,8,0,0,2,0,1,0,D S,Nimes,466,1
Gaetan Paquiez,2020,7,0,0,3,0,0,0,D S,Nimes,541,0
Lucas Buades,2020,1,0,0,0,0,0,0,S,Nimes,1,0
Yassin Benrahou,2020,7,0,0,6,0,2,0,M S,Nimes,392,2
Haris Duljevic,2020,4,0,0,4,0,0,0,F S,Nimes,164,0
Sidy Sarr,2020,3,0,0,1,0,0,0,M S,Nimes,67,0
Lamine Fomba,2020,11,0,0,5,0,2,0,M S,Nimes,699,2
Marco Ludivin Majouga,2020,3,0,0,3,0,0,0,S,Nimes,42,0
Niclas Eliasson,2020,6,0,0,6,0,0,0,F M S,Nimes,466,0
Karim Aribi,2020,5,0,0,6,0,0,0,F S,Nimes,118,0
Irvin Cardona,2020,12,4,4,20,1,2,0,F S,Brest,662,2
Franck Honorat,2020,12,3,3,10,2,1,0,M S,Brest,625,1
Steve Mounie,2020,11,3,2,21,2,2,0,F,Brest,928,2
Romain Faivre,2020,13,3,3,26,2,0,0,M,Brest,1103,0
Romain Perraud,2020,12,3,3,19,4,1,0,D,Brest,1080,1
Gaëtan Charbonnier,2020,13,2,2,23,1,2,0,M S,Brest,610,2
Ronael Pierre Gabriel,2020,9,1,1,3,0,3,0,D,Brest,740,3
Jean-Kevin Duverne,2020,13,1,1,10,0,3,0,D,Brest,1170,3
Ludovic Baal,2020,2,0,0,0,0,0,0,D,Brest,162,0
Romain Philippoteaux,2020,4,0,0,2,0,0,0,M S,Brest,103,0
Paul Lasne,2020,7,0,0,2,0,1,0,M S,Brest,466,1
Hugo Magnetti,2020,4,0,0,3,0,2,0,M S,Brest,74,2
Christophe Herelle,2020,5,0,0,0,0,0,0,D,Brest,436,0
Ibrahima Diallo,2020,5,0,0,1,0,1,0,M,Brest,447,1
Gautier Larsonneur,2020,13,0,0,0,0,1,0,GK,Brest,1170,1
Julien Faussurier,2020,7,0,0,2,2,1,0,D S,Brest,455,1
Haris Belkebla,2020,13,0,0,2,0,3,0,M,Brest,1040,3
Cristian Battocchio,2020,10,0,0,2,0,0,0,M S,Brest,216,0
Brendan Chardonnet,2020,8,0,0,3,0,1,1,D S,Brest,545,2
Hianga&#039;a M&#039;Bock,2020,6,0,0,2,0,1,0,M S,Brest,182,1
Jeremy Le Douaron,2020,13,0,0,8,2,0,0,M S,Brest,530,0
Heriberto Tavares,2020,4,0,0,1,0,0,0,S,Brest,32,0
Lilian Brassier,2020,1,0,0,0,0,1,0,D,Brest,90,1
Robert Lewandowski,2020,9,12,10,38,4,2,0,F S,Bayern Munich,726,2
Thomas Müller,2020,10,6,5,14,6,0,0,M,Bayern Munich,873,0
Serge Gnabry,2020,9,4,4,19,0,1,0,M S,Bayern Munich,616,1
Leroy Sané,2020,8,3,3,8,3,0,0,M S,Bayern Munich,362,0
Jamal Musiala,2020,7,3,3,7,0,0,0,M S,Bayern Munich,206,0
Kingsley Coman,2020,7,2,2,16,5,0,0,M S,Bayern Munich,469,0
Joshua Kimmich,2020,6,1,1,6,4,3,0,M,Bayern Munich,461,3
Leon Goretzka,2020,9,1,1,12,2,1,0,M S,Bayern Munich,669,1
David Alaba,2020,9,1,1,4,0,0,0,D S,Bayern Munich,730,0
Douglas Costa,2020,6,1,1,3,1,0,0,M S,Bayern Munich,210,0
Niklas Süle,2020,6,0,0,1,0,0,0,D S,Bayern Munich,392,0
Manuel Neuer,2020,10,0,0,0,0,1,0,GK,Bayern Munich,900,1
Jérôme Boateng,2020,9,0,0,1,0,2,0,D,Bayern Munich,754,2
Javi Martínez,2020,8,0,0,1,0,0,0,M S,Bayern Munich,263,0
Eric Maxim Choupo-Moting,2020,4,0,0,3,0,1,0,F S,Bayern Munich,113,1
Lucas Hernández,2020,7,0,0,3,1,1,0,D S,Bayern Munich,501,1
Benjamin Pavard,2020,8,0,0,5,0,2,0,D S,Bayern Munich,623,2
Bouna Sarr,2020,3,0,0,2,1,0,0,D,Bayern Munich,270,0
Corentin Tolisso,2020,6,0,0,6,0,0,1,M S,Bayern Munich,352,1
Marc Roca,2020,1,0,0,0,0,0,0,S,Bayern Munich,1,0
Michaël Cuisance,2020,1,0,0,0,0,0,0,S,Bayern Munich,17,0
Alphonso Davies,2020,4,0,0,0,0,0,0,D M S,Bayern Munich,183,0
Nianzou Kouassi,2020,1,0,0,0,0,0,0,S,Bayern Munich,20,0
Joshua Zirkzee,2020,3,0,0,4,0,0,0,F S,Bayern Munich,93,0
Chris Richards,2020,3,0,0,0,1,0,0,D S,Bayern Munich,86,0
Lucas Alario,2020,7,7,6,20,0,1,0,F S,Bayer Leverkusen,552,1
Julian Baumgartlinger,2020,9,2,2,5,0,1,0,M S,Bayer Leverkusen,571,1
Patrik Schick,2020,6,2,2,9,0,0,0,F S,Bayer Leverkusen,325,0
Leon Bailey,2020,9,2,2,21,3,1,0,F M S,Bayer Leverkusen,627,1
Nadiem Amiri,2020,9,1,1,15,3,0,0,M S,Bayer Leverkusen,574,0
Jonathan Tah,2020,5,1,1,2,0,1,0,D S,Bayer Leverkusen,324,1
Aleksandar Dragovic,2020,6,1,1,1,0,2,0,D S,Bayer Leverkusen,260,2
Kerem Demirbay,2020,7,1,1,9,1,1,0,M S,Bayer Leverkusen,418,1
Moussa Diaby,2020,10,1,1,19,2,2,0,F M,Bayer Leverkusen,882,2
Mitchell Weiser,2020,2,0,0,1,0,0,0,S,Bayer Leverkusen,49,0
Wendell,2020,3,0,0,0,0,0,0,D S,Bayer Leverkusen,166,0
Karim Bellarabi,2020,9,0,0,8,0,1,0,M S,Bayer Leverkusen,310,1
Lukas Hradecky,2020,10,0,0,0,0,1,0,GK,Bayer Leverkusen,900,1
Sven Bender,2020,8,0,0,2,0,1,0,D,Bayer Leverkusen,627,1
Tin Jedvaj,2020,1,0,0,0,0,0,0,S,Bayer Leverkusen,16,0
Lars Bender,2020,9,0,0,8,2,2,0,D,Bayer Leverkusen,705,2
Charles Aránguiz,2020,4,0,0,1,0,2,0,M,Bayer Leverkusen,317,2
Joel Pohjanpalo,2020,1,0,0,0,0,0,0,S,Bayer Leverkusen,4,0
Santiago Arias,2020,1,0,0,0,0,0,0,D,Bayer Leverkusen,90,0
Daley Sinkgraven,2020,9,0,0,3,0,2,0,D,Bayer Leverkusen,734,2
Edmond Tapsoba,2020,8,0,0,4,0,0,0,D S,Bayer Leverkusen,646,0
Exequiel Palacios,2020,3,0,0,1,0,0,0,M S,Bayer Leverkusen,87,0
Florian Wirtz,2020,9,0,0,9,4,1,0,M S,Bayer Leverkusen,718,1
Andrej Kramaric,2020,6,7,4,25,2,1,0,F M,Hoffenheim,540,1
Florian Grillitsch,2020,8,2,2,6,0,1,0,M S,Hoffenheim,478,1
Ihlas Bebou,2020,8,2,2,7,2,1,0,D F S,Hoffenheim,420,1
Munas Dabbur,2020,8,2,2,18,0,0,0,F M S,Hoffenheim,511,0
Ermin Bicakcic,2020,2,1,1,2,0,1,0,D,Hoffenheim,128,1
Dennis Geiger,2020,8,1,1,6,1,3,1,M,Hoffenheim,631,4
Ryan Sessegnon,2020,7,1,1,1,1,1,0,D M S,Hoffenheim,462,1
Christoph Baumgartner,2020,10,1,1,16,2,3,0,F M S,Hoffenheim,708,3
Sargis Adamyan,2020,3,1,1,6,1,0,0,S,Hoffenheim,64,0
Oliver Baumann,2020,9,0,0,0,0,1,0,GK,Hoffenheim,810,1
Pavel Kaderábek,2020,3,0,0,2,0,1,0,D M,Hoffenheim,270,1
Sebastian Rudy,2020,6,0,0,5,1,1,0,D M S,Hoffenheim,440,1
Kevin Vogt,2020,8,0,0,1,1,1,0,D,Hoffenheim,720,1
Håvard Nordtveit,2020,2,0,0,0,0,0,0,D,Hoffenheim,180,0
Mijat Gacinovic,2020,10,0,0,4,1,1,0,F S,Hoffenheim,176,1
Ishak Belfodil,2020,5,0,0,5,0,0,0,F S,Hoffenheim,211,0
Stefan Posch,2020,8,0,0,3,0,4,0,D,Hoffenheim,654,4
Jacob Bruun Larsen,2020,2,0,0,0,0,0,0,M S,Hoffenheim,88,0
Kevin Akpoguma,2020,9,0,0,1,0,0,0,D M,Hoffenheim,810,0
Kasim Nuhu,2020,2,0,0,1,0,0,0,D,Hoffenheim,180,0
Joshua Brenet,2020,1,0,0,1,0,0,0,S,Hoffenheim,1,0
Robert Skov,2020,7,0,0,9,0,0,1,D M S,Hoffenheim,375,1
Diadie Samassékou,2020,9,0,0,4,0,0,0,M,Hoffenheim,790,0
Philipp Pentke,2020,1,0,0,0,0,0,0,GK,Hoffenheim,90,0
Maximilian Beier,2020,1,0,0,0,0,0,0,S,Hoffenheim,1,0
Melayro Bogarde,2020,1,0,0,0,0,0,0,D,Hoffenheim,90,0
Klauss,2020,4,0,0,1,0,0,0,S,Hoffenheim,39,0
Daniel Caligiuri,2020,10,4,4,14,1,2,0,M,Augsburg,897,2
André Hahn,2020,9,3,3,12,0,1,0,F M S,Augsburg,527,1
Ruben Vargas,2020,9,3,3,10,1,2,0,M S,Augsburg,606,2
Michael Gregoritsch,2020,10,1,1,8,1,1,0,F M S,Augsburg,581,1
Felix Uduokhai,2020,10,1,1,3,0,1,0,D,Augsburg,900,1
Carlos Gruezo,2020,9,0,0,7,0,1,0,M S,Augsburg,657,1
Tobias Strobl,2020,10,0,0,5,0,1,0,M S,Augsburg,523,1
Florian Niederlechner,2020,9,0,0,13,1,0,0,F S,Augsburg,580,0
Reece Oxford,2020,4,0,0,0,0,0,0,S,Augsburg,42,0
Alfred Finnbogason,2020,6,0,0,4,1,0,0,F S,Augsburg,182,0
Noah Joel Sarenren Bazee,2020,1,0,0,0,1,1,0,S,Augsburg,11,1
Jeffrey Gouweleeuw,2020,10,0,0,0,0,4,0,D,Augsburg,900,4
Raphael Framberger,2020,8,0,0,1,1,1,1,D S,Augsburg,587,2
Rani Khedira,2020,8,0,0,3,0,2,0,M S,Augsburg,564,2
Rafal Gikiewicz,2020,10,0,0,0,0,0,0,GK,Augsburg,900,0
Marco Richter,2020,6,0,0,2,0,0,0,S,Augsburg,114,0
Fredrik Jensen,2020,5,0,0,1,0,0,0,F S,Augsburg,162,0
Marek Suchy,2020,2,0,0,0,0,0,0,D S,Augsburg,91,0
Mads Pedersen,2020,1,0,0,0,0,0,0,D,Augsburg,90,0
Iago,2020,8,0,0,3,1,1,0,D,Augsburg,720,1
Robert Gumny,2020,6,0,0,0,0,2,0,D S,Augsburg,247,2
Matheus Cunha,2020,10,6,4,27,2,5,0,F M,Hertha Berlin,900,5
Jhon Córdoba,2020,7,3,3,18,0,1,0,F S,Hertha Berlin,466,1
Krzysztof Piatek,2020,10,3,3,7,1,1,0,F S,Hertha Berlin,383,1
Peter Pekarík,2020,10,2,2,4,0,1,0,D,Hertha Berlin,736,1
Dodi Lukebakio,2020,10,2,2,13,3,0,0,F M S,Hertha Berlin,783,0
Jessic Ngankam,2020,5,1,1,2,0,1,0,S,Hertha Berlin,40,1
Marvin Plattenhardt,2020,7,0,0,1,0,1,0,D S,Hertha Berlin,460,1
Vladimir Darida,2020,10,0,0,9,2,0,0,M,Hertha Berlin,792,0
Mathew Leckie,2020,6,0,0,1,1,0,0,M S,Hertha Berlin,91,0
Niklas Stark,2020,10,0,0,5,0,1,0,D M,Hertha Berlin,893,1
Maximilian Mittelstädt,2020,8,0,0,5,2,1,0,D M S,Hertha Berlin,529,1
Lucas Tousart,2020,7,0,0,9,0,2,0,M,Hertha Berlin,558,2
Dedryck Boyata,2020,10,0,0,7,0,1,0,D,Hertha Berlin,900,1
Jordan Torunarigha,2020,3,0,0,0,0,0,0,D,Hertha Berlin,270,0
Alexander Schwolow,2020,10,0,0,0,0,0,0,GK,Hertha Berlin,900,0
Arne Maier,2020,2,0,0,0,0,0,0,S,Hertha Berlin,27,0
Matteo Guendouzi,2020,5,0,0,3,0,1,0,M S,Hertha Berlin,391,1
